Actual,Predicted
80.7491612883671,103.65019
266.889484301861,329.27036
191.425316581712,127.30418
159.5753401745,156.05067
207.685117628376,234.44194
91.8656187305806,91.92505
306.427920731397,374.46
409.101520904092,417.69733
343.654461267513,303.9923
126.578280724595,113.26566
76.475641716123,94.763275
280.842590523046,326.66208
565.527307888753,489.14938
91.6168944111224,152.96684
321.238551565509,328.46658
81.293499003446,64.76235
338.081748886164,299.8011
94.2314254667837,93.48091
86.0278054419965,71.29651
264.036588750834,283.12485
66.1714499165664,100.23656
67.5791269771508,158.8708
35.620197470415,30.644255
423.167305958991,442.57928
78.1961621702536,140.1396
89.0074737430748,83.19342
352.293883343641,314.63388
273.453181024855,331.03488
251.566250844717,289.2839
139.741645956969,141.98564
83.0386302486542,92.84903
270.269527122251,333.57407
90.7708220684182,93.998276
156.498349566742,171.51761
263.582763455614,397.17184
167.820279051247,159.6022
54.04742181413,90.606224
297.640509637545,314.89377
89.6184406128346,154.38531
101.303945374724,152.02951
456.429396514049,452.1277
82.3556040468453,98.34393
578.144391563216,636.49634
81.8180814450846,82.09398
97.0547486434187,90.39885
75.3024074738754,64.93537
624.731396612574,427.68
249.35234686611,227.00162
73.8495235935427,157.67168
323.201034184973,322.55075
590.489204564676,611.24786
77.3960026896757,92.82217
229.321098599377,171.51761
190.686641378586,253.24484
290.199097765019,273.86368
159.184270234296,153.7108
396.99424714406,311.9478
241.398367826028,310.30777
352.396772595034,329.34796
68.9147752635412,60.40159
591.248086981698,508.52844
61.490175369225,95.33463
406.353937532213,294.11172
51.0562893306812,93.704605
310.788118274661,311.98514
419.863249187707,329.34827
229.035975623008,334.37592
167.084247067964,144.18854
82.5878750874778,98.04784
212.722414977186,152.77367
339.536726625866,305.8862
127.4897858151,196.86461
394.195226668081,658.10834
66.8568994799939,69.2444
534.795914565585,432.47568
214.383480919186,222.67601
172.493580385229,154.39531
273.491937842767,148.45863
155.338780558714,163.67143
42.7230534757185,105.45796
170.353220830059,309.0356
281.888462974889,312.81638
301.570247693155,269.26138
63.9464915592845,93.569565
156.030512564163,97.409744
49.5000238633042,92.56328
266.180304496627,267.81485
132.111640117897,153.48936
247.661267823671,287.55002
75.9963763592931,74.9684
39.5775381438053,97.13425
317.475874933038,337.1044
267.882276884597,289.96964
442.732011562091,607.81506
78.1382370856774,94.901764
23.1962791847882,158.8143
387.212025911342,529.7641
287.415464972525,299.42282
220.052505331711,322.5418
89.4483348556559,161.46835
177.670184792223,153.05199
577.95877861105,675.7917
257.525894400416,321.15158
433.889713549154,390.63324
777.048841669282,571.8173
152.367434643543,159.23112
281.809035845441,151.27655
157.516513226105,150.61446
71.6933322093038,73.72604
69.2627280649987,94.73455
165.516327951762,166.6139
302.126163329756,428.0144
128.387177448355,93.205795
128.841093710239,145.62096
113.579118312875,130.59676
96.5346384793528,95.374954
85.4315239150499,94.65287
409.881574019081,322.0387
510.015069971101,428.67407
171.900364677079,157.18922
303.672763265607,436.13345
336.702952875535,308.05334
582.549770241516,563.82965
113.864501586991,77.88408
135.72195457448,156.60696
405.814478197605,428.90085
109.021173861092,200.38875
274.034203659944,379.10535
79.2795151180945,107.853745
105.50955151958,102.32839
237.570580195407,312.89758
339.772120514901,287.6696
156.95610535683,156.93922
278.690545437323,315.9456
262.841739078878,146.69273
31.5981129331306,115.76704
80.1637568854653,94.84337
417.193979627359,421.30035
52.4537471926837,79.84004
136.48598470265,152.87288
83.5816326885927,92.34755
678.815717852276,529.59845
488.254599774454,420.56284
198.225522569542,194.25098
60.5126024929405,145.80621
66.9103286638791,84.22472
187.866584876945,288.99716
600.267914678783,544.7388
378.764958797144,313.17783
82.6826868784511,90.62912
144.357853437456,146.26703
178.007867853303,329.24393
628.966445772187,464.2118
315.911756962233,329.938
109.484763536521,160.44716
238.024936225258,286.15698
101.614370965389,125.8314
153.13878108102,147.33311
611.760795891468,686.02563
232.926035642952,148.21175
184.333715320185,155.9448
283.580198278466,314.65628
100.34599611598,82.055336
158.819215783308,154.96954
